id,nom,ville,arrondissement,quartier,latitude,longitude,telephone,email,agree_minsante,phytotherapie,acupuncture,massage_therapeutique,traitement_paludisme,traitement_diabete,traitement_hypertension,plante_principale,horaires
TRD0337,Centre de Médecine Traditionnelle de Bali,Douala,Douala I,Nyalla,4.037576,9.762464,+237 233 644 561,traditionnelba@yahoo.fr,Non,Oui,Non,Oui,Oui,Oui,Non,Gingembre,7j/7 — 08h00–20h00
TRD0338,Centre Traditionnel André,Yaoundé,Yaoundé VII,Djoungolo,3.889218,11.55,+237 696 044 927,traditionnelan@gmail.com,Oui,Oui,Non,Oui,Oui,Non,Oui,Prunus Africana,Lun–Dim 08h00–18h00
TRD0339,Centre de Phytothérapie de Bassa,Douala,Douala VI,Bessengue,4.028487,9.630212,+237 695 540 531,phytothérapieb@gmail.com,Non,Oui,Non,Oui,Oui,Non,Oui,Kinkeliba,Lun–Ven 08h00–18h00
TRD0340,Centre Traditionnel Thérèse,Yaoundé,Yaoundé VII,Ngousso,3.811559,11.558732,+237 655 031 430,traditionnelth@hotmail.com,Oui,Oui,Non,Oui,Oui,Oui,Oui,Papayer,Lun–Dim 08h00–18h00
TRD0341,Cabinet Traditionnel Ateba,Douala,Douala IV,New Bell,4.119015,9.760691,+237 697 920 200,traditionnelat@sante.cm,Non,Oui,Non,Non,Oui,Oui,Oui,Gingembre,Lun–Sam 07h00–20h00
TRD0342,Médecine Naturelle Nkoa,Yaoundé,Yaoundé IV,Mvog-Beti,3.805004,11.407847,+237 691 995 357,naturelnkoa@yahoo.fr,Oui,Oui,Non,Non,Oui,Non,Oui,Moringa,Lun–Sam 08h00–17h00
TRD0343,Centre de Médecine Traditionnelle de Bonapriso,Douala,Douala IV,Nkongmondo,4.058594,9.775776,+237 692 772 471,traditionnelbo@hotmail.com,Oui,Oui,Non,Oui,Non,Non,Oui,Moringa,Lun–Sam 08h00–17h00
TRD0344,Centre de Phytothérapie de Bonanjo,Douala,Douala IV,Bassa,4.067625,9.759685,+237 691 080 138,phytothérapieb@sante.cm,Oui,Oui,Non,Oui,Non,Oui,Oui,Moringa,7j/7 — 08h00–20h00
TRD0345,Centre de Médecine Traditionnelle de Village,Douala,Douala V,Bangue,4.053598,9.796517,+237 654 113 191,traditionnelvi@sante.cm,Oui,Oui,Non,Oui,Non,Non,Non,Aloe Vera,7j/7 — 08h00–20h00
TRD0346,Centre de Phytothérapie de Mvan,Yaoundé,Yaoundé III,Efoulan,3.82641,11.430259,+237 692 971 735,phytothérapiem@hotmail.com,Oui,Oui,Oui,Non,Oui,Non,Oui,Rauwolfia,Lun–Sam 07h00–20h00
TRD0347,Cabinet Traditionnel Assamba,Douala,Douala IV,Ndogpassi,4.068,9.674586,+237 691 264 238,traditionnelas@gmail.com,Non,Oui,Non,Oui,Oui,Non,Oui,Prunus Africana,Lun–Ven 07h30–17h30
TRD0348,Centre de Phytothérapie de Mokolo,Yaoundé,Yaoundé VI,Omnisports,3.809242,11.505478,+237 677 070 957,phytothérapiem@sante.cm,Non,Oui,Non,Non,Non,Non,Oui,Gingembre,Lun–Ven 08h00–18h00
TRD0349,Centre de Médecine Traditionnelle de Madagascar,Yaoundé,Yaoundé V,Madagascar,3.760093,11.489345,+237 655 116 285,traditionnelma@sante.cm,Non,Oui,Oui,Oui,Oui,Oui,Non,Papayer,Lun–Sam 07h00–20h00
TRD0350,Centre de Phytothérapie de Nlongkak,Yaoundé,Yaoundé I,Biteng,3.796548,11.545755,+237 222 706 702,phytothérapien@yahoo.fr,Oui,Oui,Non,Oui,Oui,Oui,Non,Prunus Africana,Lun–Ven 08h00–18h00
